"type_2","type_3","id","dob","country","head_of_org","revenue","last_edited_by","last_edited_date","date_added","raw_source","algorithm"
"Organization","Company","Beasley PLC",NA,"Quornova","Israel Juana Batista",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Beasley, Willis and Griffith",NA,"Nalakond","Robin Holland",21566.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Beasley-Bell",NA,"Imazam","Soledad Rebeca Altamirano",6931.13,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Beasley-Shaffer",NA,"Mawalara","Silvano Carmona",8487.88,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Beck and Sons",NA,"Oceanus","Inès de Paris",24199.93,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Beck Ltd",NA,"Oceanus","Thibaut-Thierry Ollivier",5416.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Beck, Schultz and Salas",NA,"Naraliket","Lawrence Callahan",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Becker, Arroyo and Mercer",NA,"Oceanus","Samantha Nichols",5412.7,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Becker, Gregory and Jones",NA,"Uzifrica","Liliana Pirelli",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Becker, Hammond and Davidson",NA,"Mawalara","Frédérique Schmitt du Langlois",13606.68,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Becker, Murphy and Patel",NA,"Azurionix","Baccio Casellati",6133.1,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Becker, Schwartz and Silva",NA,"Korvelonia","Ubaldo Pavanello-Micheletti",7046.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Becker-Duncan",NA,"Naraliket","Mtro. Genaro Ledesma",5426.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Becker-King",NA,"Oceanus","Robert Miller",9539.13,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Becker-Mckinney",NA,"Mawalara","Mtro. Concepción Marroquín",30466.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Becker-Smith",NA,"Oceanus","Stephen Torres",22436.29,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Beck-Green",NA,"Oceanus","Olivia Estela Meraz Cabrera",24966.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Beck-Williams",NA,"Oceanus","Matthieu Gaillard",5141.35,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell and Sons",NA,"Mawalara","Angela Bailey",48388.66,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell Group",NA,"Oceanus","Claude-Susan Roger",5203.91,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell Inc",NA,"Mawalara","Alma Carmona Anaya",13196.1,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","LogisticsCompany","Bell LLC",NA,"Oceanus","Sr(a). Mitzy Rendón",165109.76,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell Ltd",NA,"Oceanus","Benjamin Nelson",60766.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","LogisticsCompany","Bell PLC",NA,"Oceanus","Elladio Marenzio",120879.98,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell, Burnett and Gonzales",NA,"Oceanus","Agustín Reina Garica Ramón",6468.26,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell, Peterson and Carroll",NA,"Mawalara","Valentina Chinnici",209318.8,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell, Peterson and Price",NA,"Isla Solmar","Graciela Tijerina Crespo",10189.32,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Bell, Reynolds and Forbes",NA,"Oceanus","Francesco Modiano",62801.6,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell, Williamson and Duncan",NA,"Oceanus","Greco Fabrizi",13172.54,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell-Bentley",NA,"Naraliket","Amber Smith",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell-Cooper",NA,"Oceanus","Jennifer Woods",23266.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell-Medina",NA,"Uzifrica","Michael Bailey",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell-Morris",NA,"Oceanus","Panfilo Bossi-Camicione",4856.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell-Shaffer",NA,"Oceanus","José Emilio Espino Cazares",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell-Vincent",NA,"Marifada","Elmo Zarlino",13379.07,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell-Williams",NA,"Oceanus","Jorge Hansen",15400.98,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bell-Wilson",NA,"Mawalara","Laetitia Sauvage",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FinancialCompany","Beltran, Ramirez and Kim",NA,"Mawalara","Sig.ra Berenice Castiglione",16766.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Beltran, Reed and Smith",NA,"Oceanus","Samuel Lira",33466.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Beltran, Smith and Morris",NA,"Brindisola","Ana Samuel Leyva Rolón",5776.55,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bender Inc",NA,"Valtalmo","Diana Tomás Valencia",198243.43,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bender PLC",NA,"Oceanus","Ing. José Manuél Rosas",10756.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","LogisticsCompany","Bender, Romero and Perkins",NA,"Yggdrasonia","Mirko Trevisan",1176439.58,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Benjamin and Sons",NA,"Oceanus","Ana María Zelaya",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Benjamin LLC",NA,"Azurionix","Luis Francisco Cavazos",704705.33,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Benjamin-Porter",NA,"Isla Solmar","Roger Baudry",40380.87,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett Inc",NA,"Novarctica","Etta Simeoni",12416.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett LLC",NA,"Mawalara","Dott. Adele Modugno",408542,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett Ltd",NA,"Oceanus","Socorro Saldivar",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett, Chavez and Anderson",NA,"Galduzim","Astrid David de Chevallier",524809.89,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett, Ford and Sanchez",NA,"Oceanus","Etta Interminei",5047.24,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Bennett, Jones and Miller",NA,"Isla Solmar","Sig. Benvenuto Juvara",58666.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett, Payne and Le",NA,"Oceanus","Juan Ho",11173.66,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett, Smith and Hall",NA,"Naraliket","Bradley Mclean",7677.73,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FinancialCompany","Bennett, Smith and Miller",NA,"Oceanus","Pamela Shannon",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett, Stone and Aguilar",NA,"Naraliket","Ansaldo Ariosto",9336.59,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett, Williams and Klein",NA,"Naraliket","Jaqueline Cynthia Corrales",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett-Brooks",NA,"Quornova","Janet Knapp",4926.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett-Hudson",NA,"Azurionix","Olivier Roux",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett-Kirby",NA,"Isla Solmar","Luc Renaud",6006.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett-Mcmillan",NA,"Novarctica","María Elena Lozano Carreón",118666.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett-Nichols",NA,"Oceanus","Francesca Ferrabosco",16298.52,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett-Ruiz",NA,"Azurionix","David Lomeli Piña",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett-Smith",NA,"Naraliket","Alain Durand-Petit",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Bennett-Stevens",NA,"Lumakari","Claudine Lemoine",36566.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett-Villarreal",NA,"Mawandia","Clara Guajardo",13627.4,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bennett-Yang",NA,"Mawalara","Alain Besson",14396.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Benson Inc",NA,"Naraliket","Henriette Blin Le Perrin",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Benson LLC",NA,"Azurionix","Leah Jacobson",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Benson PLC",NA,"Mawalara","Tomás Santillán Arellano",9515.42,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Benson, Abbott and Solis",NA,"Naraliket","Ida Tamborini",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Benson, Curtis and Steele",NA,"Faraluna","Leonardo Montalvo Tafoya",6560.11,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Benson, Obrien and Williams",NA,"Mawalara","Maurizio Renault",6196.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Benson-Archer",NA,"Oceanus","Susan Renault",47443.8,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Benson-Martinez",NA,"Oceanus","Diego Claudia Fuentes Peres",21366.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Benson-Ray",NA,"Mawalara","Eugène Roussel",141595.48,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bentley Inc",NA,"Oceanus","Patrizio Errani",39725.42,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bentley, Little and Gilmore",NA,"Oceanus","Eloy Alfaro Limón",7865.17,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bentley, Wilcox and Gardner",NA,"Isla Solmar","Dott. Costantino Bettin",9576.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bentley-Lewis",NA,"Uzifrica","Hugo Canova",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bentley-Thomas",NA,"Oceanus","Gianfranco Priuli",10570.7,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Benton, Williams and Dorsey",NA,"Oceanus","Jacqueline Briand",9936.23,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berg, Lawson and White",NA,"Naraliket","Madeleine Gaudin",39678.54,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berger Group",NA,"Mawalara","Raffaello Speri-Vento",10971.91,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berger-Bruce",NA,"Uzifrica","Sig.ra Carla Santi",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berger-Gordon",NA,"Naraliket","Henri Bazin",11736.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berger-Hayes",NA,"Oceanus","Zacharie Mary",1274666.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berg-Foster",NA,"Osterivaria","Martine Launay",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berg-Myers",NA,"Calabrand","Elvira Pablo Carranza",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berg-Williamson",NA,"Mawalara","Eugène Bertin",9493.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bernard and Sons",NA,"Kethilim","Israel Citlali Lebrón Dueñas",11933.48,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bernard Group",NA,"Uzifrica","Taylor Jones",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bernard PLC",NA,"Novarctica","Luciano Faugno",64920.92,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bernard, Flores and Fleming",NA,"Oceanus","Azeglio Toscani",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bernard, Garcia and Pope",NA,"Isla Solmar","Daryl Mathews",31249.22,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bernard-Davis",NA,"Lumakari","Donato Vismara-Bergoglio",432989.48,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berry and Sons",NA,"Galduzim","Geoffrey Adkins",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berry Group",NA,"Mawalara","Sig. Ansaldo Fanucci",118666.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berry Ltd",NA,"Uzifrica","Adriana Sessa Madera Matías",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berry, Atkins and Dickerson",NA,"Oceanus","Samuel Medrano Cotto",9266.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berry, Lopez and Holder",NA,"Oceanus","Frédérique Bodin",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berry, Myers and James",NA,"Oceanus","Emma Colletti",18529.11,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berry, Singleton and Whitaker",NA,"Imazam","Carla Trincavelli",8067.93,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berry-Gonzalez",NA,"Oceanus","Karla Cabán Lozada",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berry-Knight",NA,"Novarctica","Luigina Tomasini",20457.61,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Berry-Lewis",NA,"Khamposa","James Smith",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berry-Mills",NA,"Mawalara","Thibault Hoareau",16366.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berry-Rodriguez",NA,"Brindivaria","Dolores Gravina",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Berry-Wilson",NA,"Oceanus","Cynthia Moreno",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Best Group",NA,"Oceanus","Luciana Saraceno",46704.49,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Best LLC",NA,"Oceanus","Thomas Martin",230069.73,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Best, Abbott and Hays",NA,"Mawalara","Ignazio Ferrari",8438.8,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Best, Humphrey and Pittman",NA,"Mawandia","Danielle Johnson",27684153.47,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bird LLC",NA,"Oceanus","Pierre du Marchand",10506.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bird Ltd",NA,"Nalakond","Aaron Crawford",5407.07,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bird-Savage",NA,"Wysterion","Dott. Etta Baggio",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bishop, Barnes and Johnson",NA,"Oceanus","Cécile Lopez",13540.93,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bishop, Thomas and Powell",NA,"Mawalara","Nicola Viola",127069.07,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bishop, Walker and White",NA,"Uzifrica","Bernadette Faure-Lelièvre",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Bishop-Bowman",NA,"Oceanus","Arthur de la Gallet",11096.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Bishop-Hernandez",NA,"Oceanus","Agathe Couturier de la Klein",12926.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Black Group",NA,"Oceanus","Wendy Jones",22917.98,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Black LLC",NA,"Mawalara","Théodore-Jean Pascal",13740.47,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Black, Chandler and Curtis",NA,"Quornova","Patrick Boulay",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Black, Johnson and Sanchez",NA,"Arvaros","Arthur Ledoux",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Black, Marshall and Bell",NA,"Quornova","Livia Ferrucci",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Black, Mitchell and Hunt",NA,"Nalakond","Estefanía Lorena Lozada Archuleta",1117538.44,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Black, Payne and Pearson",NA,"Oceanus","Annalisa Sordi",82766.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Black, Thompson and Hayes",NA,"Novarctica","Alessio Malacarne",71866.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Black, Welch and King",NA,"Oceanus","Pierre Hebert",171656.63,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Blackburn LLC",NA,"Naraliket","Mariana Borrani",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Blackburn, Henderson and Morgan",NA,"Mawalara","Mary Mathews",6718.5,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Black-Gonzalez",NA,"Oceanus","Lic. Liliana Sauceda",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Black-Mcdonald",NA,"Uzifrica","Juan Martin",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Black-Miller",NA,"Oceanus","Paoletta Mazzeo",12768.05,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Blackwell LLC",NA,"Oceanus","Helen Weiss",5926.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Blackwell, Clark and Lam",NA,"Oceanus","Monica Folliero-Benigni",169694.84,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Blackwell, Clark and Miller",NA,"Azurionix","Lucy Mary",298597.28,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Blair Inc",NA,"Uzifrica","Constance Renard",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Blair LLC",NA,"Uzifrica","Sig. Baldassare Micheletti",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Blair Ltd",NA,"Oceanus","Michael Fleming",15875.54,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Blair PLC",NA,"Naraliket","Mtro. Rubén Vaca",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Blair, Bates and Daniels",NA,"Marifada","Sig. Leonardo Correr",6913.97,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Blair-Castro",NA,"Valtalmo","Jennifer Colon",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Blair-Johnson",NA,"Brindisola","Martino Gilardoni",9346.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
